CustomerID,ReferrerID,PointsBalance,ExpiryDate,TelegramUserID,VerificationCode,Admin ผู้สร้าง,ReferralCount,ActiveCampaign
OT1690,,0,20/10/2025,,2326,KR,,
OT1691,,0,20/10/2025,,2440,KR,,
OT1692,,0,27/10/2025,8140720610,,KR,,
OT1693,,0,27/10/2025,6616903863,,Telegran,,
OT1694,,0,20/10/2025,,6559,g.,,
OT1695,,0,27/10/2025,6698237905,,Telegran,,
OT1697,,0,27/10/2025,6410183434,,AA,,
OT1073,,0,27/10/2025,1942779236,,KR,,
OT1696,,0,20/10/2025,,4785,Telegran,,
OT1698,,0,20/10/2025,,7282,g.,,
OT944,,0,27/10/2025,1337405295,,TR,,
OT398,,0,27/10/2025,5310393456,,AA,,
OT538,,0,20/10/2025,,9656,g.,,
OT446,,0,03/11/2025,7134760587,,g.,,
OT1699,OT446,0,20/10/2025,,5147,g.,,
OT1700,,0,27/10/2025,5906119134,,Kethie246,,
OT1701,,0,20/10/2025,,9832,g.,,
OT1702,,0,27/10/2025,8279609591,,g.,,
OT1703,,0,27/10/2025,6500388481,,Telegran,,
OT1704,,0,27/10/2025,8459342914,,T,,
OT1705,,0,20/10/2025,,2696,T,,
OT1706,,0,20/10/2025,,8358,T,,
OT1707,,0,20/10/2025,,7744,T,,
OT1708,,0,20/10/2025,,4179,Kethie246,,
OT1709,,0,20/10/2025,,4583,Kethie246,,
OT613,,0,21/10/2025,,5769,Kethie246,,
OT1710,,0,28/10/2025,5964914167,,Kethie246,,
OT1711,,0,04/11/2025,1050809342,,Kethie246,1,Nov 2025 Campaign
OT730,,0,21/10/2025,,7612,Telegran,,
OT156,,0,21/10/2025,,9376,T,,
OT73,,0,21/10/2025,,7038,Telegran,,
OT1713,,0,21/10/2025,,8241,T,,
OT296,,0,21/10/2025,,4857,JK,,
OT1712,,0,28/10/2025,1665569846,,P,,
OT850,,0,21/10/2025,,4919,g.,,
OT1714,,0,28/10/2025,,5181,JK,,
OT748,,0,28/10/2025,8211742627,,T,,
OT657,,0,21/10/2025,,4183,TR,,
OT1715,,0,21/10/2025,,9938,T,,
OT738,,0,21/10/2025,,2345,Telegran,,
OT1716,,0,21/10/2025,,3721,AA,,
OT1717,,0,28/10/2025,8417927852,,Telegran,,
OT1718,,100,27/11/2025,7777010331,,AA,1,Nov 2025 Campaign
OT599,,0,28/10/2025,8439547411,,AA,,
OT1719,,0,21/10/2025,,2682,AA,,
OT1720,,0,21/10/2025,,3528,AA,,
OT1721,,0,28/10/2025,6272195459,,Telegran,,
OT1722,,0,28/10/2025,1356504945,,TR,,
OT1724,,0,21/10/2025,,6191,JK,,
OT1723,,0,21/10/2025,,2116,P,,
OT1725,,0,21/10/2025,,9064,g.,,
OT1726,,0,21/10/2025,,7553,g.,,
OT807,,0,21/10/2025,,5289,g.,,
OT536,,0,28/10/2025,7782986267,,AA,,
OT1727,,0,28/10/2025,8377157627,,g.,,
OT231,,0,21/10/2025,,6016,AA,,
OT402,,0,21/10/2025,,2778,g.,,
OT1729,,100,03/12/2025,8092139286,,g.,1,Nov 2025 Campaign
OT1728,,0,28/10/2025,7436078057,,P,,
OT1730,,0,21/10/2025,,3684,AA,,
OT1731,,0,28/10/2025,1175357819,,KR,,
OT1733,,0,21/10/2025,,8937,TR,,
OT1732,,0,21/10/2025,,3203,P,,
OT1734,,0,20/11/2025,898245194,,g.,1,Nov 2025 Campaign
OT913,,0,21/10/2025,,8034,g.,,
OT1736,,0,21/10/2025,,5155,g.,,
OT1735,,0,21/10/2025,,4431,AA,,
OT1737,,0,21/10/2025,,3561,KR,,
OT1738,,0,21/10/2025,,8585,AA,,
OT1739,,0,21/10/2025,,8522,g.,,
OT1741,,0,21/10/2025,,4032,g.,,
OT1740,,0,21/10/2025,,6804,TR,,
OT1742,,0,21/10/2025,,9304,g.,,
OT1743,,0,21/10/2025,,8119,T,,
OT1744,,0,21/10/2025,,8268,AA,,
OT1745,,0,21/10/2025,,7800,Kethie246,,
OT1746,,0,21/10/2025,,1237,AA,,
OT1748,,0,28/10/2025,6455581414,,Kethie246,,
OT1749,,0,21/10/2025,,8168,Kethie246,,
OT1750,,0,21/10/2025,,1835,Kethie246,,
OT263,,0,21/10/2025,,3313,Kethie246,,
OT1751,,0,21/10/2025,,6180,Kethie246,,
OT1752,,0,28/10/2025,6032991357,,Kethie246,,
OT1753,,0,22/10/2025,,7079,Kethie246,,
OT1754,,0,22/10/2025,,4242,Kethie246,,
OT561,,0,22/10/2025,,9457,Kethie246,,
OT199,,0,29/10/2025,5990500671,,KR,,
OT1755,,0,22/10/2025,,3781,KR,,
OT563,,0,20/11/2025,7106858190,,TR,1,Nov 2025 Campaign
OT1756,,0,29/10/2025,7977378648,,KR,,
OT1758,,0,22/10/2025,,4222,g.,,
OT1757,,0,22/10/2025,,7509,JK,,
OT1760,,0,29/10/2025,8245662256,,AA,,
OT1759,,0,22/10/2025,,3783,T,,
OT1762,,0,22/10/2025,,6906,g.,,
OT1763,,0,22/10/2025,,6348,AA,,
OT1764,,0,22/10/2025,,5776,AA,,
OT1761,,0,05/11/2025,7744928563,,P,,
OT1765,,0,29/10/2025,8445918807,,JK,,
OT1766,,0,29/10/2025,6229256687,,g.,,
OT1767,,0,29/10/2025,5974003041,,TR,,
OT1768,,0,29/10/2025,8134356054,,P,,
OT1747,,0,29/10/2025,8051285775,,g.,,
OT1769,,0,22/10/2025,,6092,T,,
OT1770,,0,29/10/2025,7041948609,,T,,
OT1771,,0,22/10/2025,,3524,AA,,
OT1772,,0,29/10/2025,8304347366,,g.,,
OT1773,,0,29/10/2025,8126775087,,g.,,
OT1774,,0,22/10/2025,,9250,g.,,
OT609,,0,29/10/2025,8451926149,,AA,,
OT972,,0,29/10/2025,1343816807,,g.,,
OT455,,0,29/10/2025,6199685296,,g.,,
OT1053,,0,22/10/2025,,7388,JK,,
OT1775,,0,22/10/2025,,5213,g.,,
OT1776,,0,22/10/2025,,3994,g.,,
OT1777,,0,29/10/2025,7357066588,,TR,,
OT1778,,0,22/10/2025,,4801,g.,,
OT1779,,0,22/10/2025,,5188,JK,,
OT1780,,0,29/10/2025,,4573,Kethie246,1,Nov 2025 Campaign
OT1781,,0,22/10/2025,,6705,Kethie246,,
OT797,,0,22/10/2025,,6934,Kethie246,,
OT465,,0,12/11/2025,7963724399,,Kethie246,,
OT1782,,0,25/11/2025,7693077945,,Kethie246,2,Nov 2025 Campaign
OT1783,,0,23/10/2025,,8623,Kethie246,,
OT1784,,0,30/10/2025,6172895944,,Kethie246,,
OT1785,,0,23/10/2025,,3958,Kethie246,,
OT1786,,100,04/12/2025,8217372320,,Kethie246,1,Nov 2025 Campaign
OT1787,,0,23/10/2025,,9425,Kethie246,,
OT1788,,0,30/10/2025,8248850500,,Kethie246,,
OT139,,0,23/10/2025,,6146,Kethie246,,
OT267,,0,30/10/2025,8386588859,,KR,,
OT1789,,0,23/10/2025,,1022,KR,,
OT1790,,0,23/10/2025,,4357,TR,,
OT1791,,0,30/10/2025,5778475077,,TR,,
OT1792,,0,23/10/2025,,2658,AA,,
OT1793,,0,30/10/2025,7625549873,,AA,,
OT717,,0,06/11/2025,8433181088,,T,,
OT260,,0,30/10/2025,8200319272,,TR,,
OT1795,,0,30/10/2025,8374879990,,g.,,
OT1794,,0,30/10/2025,,3119,JK,,
OT283,,0,30/10/2025,1482467326,,P,,
OT988,,0,23/10/2025,,2725,JK,,
OT323,,0,30/10/2025,5920421787,,KR,,
OT534,,0,30/10/2025,5959885765,,P,,
OT86,,0,30/10/2025,7565041869,,JK,,
OT949,,0,30/10/2025,8355386505,,AA,,
OT1797,,0,23/10/2025,,1208,g.,,
OT755,,0,30/10/2025,8238950669,,Telegran,,
OT1799,,0,23/10/2025,,2575,JK,,
OT1798,,0,23/10/2025,,4735,TR,,
OT1800,,0,30/10/2025,8234517196,,g.,,
OT1801,,100,27/11/2025,8218735230,,g.,1,Nov 2025 Campaign
OT1802,,0,30/10/2025,6954273481,,P,,
OT1804,,0,30/10/2025,7390564453,,Telegran,,
OT1803,,0,23/10/2025,,6899,P,,
OT690,,0,30/10/2025,6023038725,,KR,,
OT241,,0,30/10/2025,5460778484,,g.,,
OT707,,0,23/10/2025,,1991,g.,,
OT1805,,0,23/10/2025,,3000,g.,,
OT1806,,0,30/10/2025,8229358495,,P,,
OT1808,,0,30/10/2025,1735451191,,TR,,
OT1807,,0,23/10/2025,,1040,KR,,
OT1809,,0,30/10/2025,6060339550,,g.,,
OT1810,,0,23/10/2025,,3882,g.,,
OT1811,,0,30/10/2025,8007138670,,P,,
OT1812,,0,30/10/2025,,9992,AA,,
OT1813,,0,23/10/2025,,7472,g.,,
OT1814,,0,23/10/2025,,7001,g.,,
OT1815,,0,06/11/2025,7982681099,,g.,,
OT1816,,0,23/10/2025,,3165,Telegran,,
OT1817,,0,23/10/2025,,6545,AA,,
OT395,,0,25/11/2025,1437390068,,JK,1,Nov 2025 Campaign
OT1818,,0,30/10/2025,7522763037,,TR,,
OT1819,,0,23/10/2025,,3486,AA,,
OT1820,,0,23/10/2025,,9839,g.,,
OT1821,,0,23/10/2025,,6093,AA,,
OT834,,0,23/10/2025,,9799,T,,
OT1822,,0,23/10/2025,,4539,T,,
OT1823,,0,23/10/2025,,5005,JK,,
OT1824,,0,23/10/2025,,3731,JK,,
OT1825,OT1786,0,23/10/2025,,3604,Kethie246,,
OT1826,,0,23/10/2025,,6537,Kethie246,,
OT713,,0,24/10/2025,,2336,Kethie246,,
OT167,,0,24/10/2025,,9034,Kethie246,,
OT1827,,0,24/10/2025,,4151,Kethie246,,
OT1828,,0,25/11/2025,,3859,Kethie246,2,Nov 2025 Campaign
OT1829,,0,31/10/2025,5869198688,,Kethie246,,
OT1830,,0,31/10/2025,6110442645,,แอดกิ๊ก,,
OT1831,,0,24/10/2025,,1609,KR,,
OT975,,0,24/10/2025,,1657,KR,,
OT1832,,0,24/10/2025,,4294,แอดกิ๊ก,,
OT585,,0,14/11/2025,7187237654,,KR,,
OT1833,,0,24/10/2025,,1435,P,,
OT1834,,0,24/10/2025,,1770,AA,,
OT841,,0,24/10/2025,,5313,T,,
OT1835,,0,31/10/2025,7780530664,,KR,,
OT1837,,0,31/10/2025,8339731124,,P,,
OT1836,,0,24/10/2025,,4607,T,,
OT1838,,0,24/10/2025,,3544,JK,,
OT1839,,0,24/10/2025,,4062,Telegran,,
OT1840,,0,31/10/2025,7051153530,,P,,
OT1841,,0,24/10/2025,,1632,AA,,
OT1842,,0,31/10/2025,,8123,KR,,
OT1843,,0,24/10/2025,,1834,KR,,
OT1844,,0,31/10/2025,5002752313,,KR,,
OT1845,,0,24/10/2025,,6298,g.,,
OT399,,0,24/10/2025,,6751,แอดกิ๊ก,,
OT1846,,0,24/10/2025,,6804,g.,,
OT276,,0,31/10/2025,5800739489,,T,,
OT333,,0,24/10/2025,,5933,Telegran,,
OT1847,,0,31/10/2025,7314778570,,AA,,
OT1848,,0,24/10/2025,,8856,Telegran,,
OT278,,0,16/11/2025,5828927315,,T,1,Nov 2025 Campaign
OT1849,OT1616,0,24/10/2025,,4278,T,,
OT1850,,0,31/10/2025,5964083228,,Telegran,,
OT1851,,0,31/10/2025,1843256840,,JK,,
OT1852,,0,24/10/2025,,2536,Telegran,,
OT1853,,0,24/10/2025,,6186,g.,,
OT1854,,0,24/10/2025,,3576,Telegran,,
OT703,,0,24/10/2025,,7808,AA,,
OT1855,,0,31/10/2025,,8735,JK,,
OT1856,,0,24/10/2025,,6540,T,,
OT1857,,0,31/10/2025,1333440351,,JK,,
OT711,,0,31/10/2025,8076167800,,AA,,
OT441,,0,24/10/2025,,3607,Kethie246,,
OT1859,,0,24/10/2025,,4355,T,,
OT1858,OT465,0,31/10/2025,8466608326,,JK,,
OT1860,,0,24/10/2025,,9473,JK,,
OT1862,,0,31/10/2025,7289806392,,Telegran,,
OT1861,,0,24/10/2025,,6836,JK,,
OT1863,,0,07/11/2025,7374871349,,Kethie246,,
OT1864,OT1863,0,24/10/2025,,6606,Kethie246,,
OT1865,OT225,0,24/10/2025,,1589,Kethie246,,
OT1866,,0,25/10/2025,,6775,Kethie246,,
OT1867,,0,25/10/2025,,3449,Kethie246,,
OT1868,,0,01/11/2025,6190870970,,Kethie246,,
OT1869,,0,01/11/2025,1420852422,,Kethie246,,
OT541,,0,25/10/2025,,3028,KR,,
OT489,,0,01/11/2025,8372223359,,KR,,
OT1870,,0,25/10/2025,,2338,KR,,
OT808,,0,08/11/2025,6290189810,,แอดกิ๊ก,,
OT8,,0,01/11/2025,5533272041,,แอดกิ๊ก,,
OT190,,0,01/11/2025,8417485434,,KR,,
OT1873,,0,01/11/2025,6067480891,,แอดกิ๊ก,,
OT1872,,0,01/11/2025,8300538479,,KR,,
OT383,,0,28/11/2025,5944027671,,KR,1,Nov 2025 Campaign
OT567,,0,01/11/2025,6154369632,,g.,,
OT743,,0,25/10/2025,,7339,แอดกิ๊ก,,
OT1874,,0,01/11/2025,5738736281,,Telegran,,
OT1875,,0,25/10/2025,,4179,JK,,
OT266,,0,25/10/2025,,5697,g.,,
OT313,,0,25/10/2025,,3040,Telegran,,
OT802,,0,01/11/2025,6589781682,,Telegran,,
OT1046,,0,01/11/2025,7118635852,,T,,
OT194,,100,27/11/2025,8420248514,,Telegran,1,Nov 2025 Campaign
OT1871,OT427,0,01/11/2025,2016570778,,แอดกิ๊ก,,
OT1877,,0,25/10/2025,,7145,g.,,
OT1876,,0,08/11/2025,5811570461,,Telegran,,
OT358,,0,25/10/2025,,9003,JK,,
OT581,,0,01/11/2025,1672582753,,T,,
OT1879,,0,01/11/2025,6821553211,,g.,,
OT1878,,0,01/11/2025,6929506474,,Telegran,,
OT289,,0,01/11/2025,6081603941,,g.,,
OT1880,,0,25/10/2025,,7023,g.,,
OT640,,0,25/10/2025,,5874,T,,
OT1881,,0,01/11/2025,6640975833,,g.,,
OT1882,,0,01/11/2025,7774172264,,JK,,
OT1883,,0,15/11/2025,8185070421,,แอดกิ๊ก,,
OT847,,0,25/10/2025,,8617,g.,,
OT1884,,0,01/11/2025,5436135505,,P,,
OT766,,0,26/11/2025,,4905,P,,
OT1885,OT1883,0,01/11/2025,8225809141,,P,,
OT1886,,0,01/11/2025,6534981311,,แอดกิ๊ก,,
OT1887,,0,01/11/2025,8453007635,,แอดกิ๊ก,,
OT1888,,0,25/10/2025,,7826,แอดกิ๊ก,,
OT506,,0,25/10/2025,,9500,แอดกิ๊ก,,
OT1889,,0,25/10/2025,,9319,Telegran,,
OT1890,,0,25/10/2025,,3956,AA,,
OT1891,,0,25/10/2025,,8705,JK,,
OT1892,,0,25/10/2025,,3933,AA,,
OT1893,,0,08/11/2025,6573592247,,g.,,
OT1894,,0,01/11/2025,8431450571,,g.,,
OT432,,0,01/11/2025,7221069404,,JK,,
OT390,,0,01/11/2025,1295730145,,JK,,
OT1895,,0,25/10/2025,,4801,แอดกิ๊ก,,
OT1896,,0,01/11/2025,6781127912,,แอดกิ๊ก,,
OT472,,0,01/11/2025,6476849955,,T,,
OT1897,,0,25/10/2025,,5702,g.,,
OT1898,,0,01/11/2025,8124129624,,g.,,
OT1899,,0,25/10/2025,,7558,T,,
OT1900,,0,25/10/2025,,7758,Telegran,,
OT1901,,0,25/10/2025,,5811,JK,,
OT1035,,0,01/11/2025,6052241824,,AA,,
OT1902,,0,25/10/2025,,5502,AA,,
OT1903,,0,01/11/2025,6814839012,,P,,
OT996,,0,01/11/2025,6089105059,,T,,
OT394,,0,25/10/2025,,1620,Kethie246,,
OT1904,,0,01/11/2025,1304793569,,Kethie246,,
OT1905,OT1729,0,02/11/2025,6963460689,,Kethie246,,
OT1043,,0,02/11/2025,7696853443,,Kethie246,,
OT59,,0,26/10/2025,,5946,KR,,
OT1906,,100,03/12/2025,,8642,Kethie246,1,Nov 2025 Campaign
OT761,,0,26/10/2025,,3624,Kethie246,,
OT905,,0,26/10/2025,,7327,KR,,
OT598,,0,26/10/2025,,3945,P,,
OT111,,0,09/11/2025,7982304622,,KR,,
OT1907,,0,02/11/2025,8274194639,,T,,
OT1908,OT111,0,26/10/2025,,3044,KR,,
OT881,,200,03/12/2025,,8716,g.,2,Nov 2025 Campaign
OT871,,0,02/11/2025,7477114400,,KR,,
OT1909,,0,26/10/2025,,7435,P,,
OT1910,,0,02/11/2025,8345285383,,P,,
OT673,,0,02/11/2025,5889191927,,KR,,
OT1912,OT1812,0,26/10/2025,,4290,KR,,
OT1913,,0,26/10/2025,,1145,AA,,
OT47,,0,26/10/2025,,2435,KR,,
OT1914,,0,09/11/2025,8287838815,,T,,
OT1915,OT1855,0,26/10/2025,,8351,T,,
OT1916,,0,02/11/2025,7919635453,,g.,,
OT191,,0,02/11/2025,7138866270,,AA,,
OT620,,0,26/10/2025,,3530,JK,,
OT67,,0,26/10/2025,,1531,T,,
OT1917,,0,26/10/2025,,5529,JK,,
OT735,,0,02/11/2025,8008528511,,JK,,
OT1918,,0,02/11/2025,5628771576,,T,,
OT1919,,0,26/10/2025,,7887,แอดกิ๊ก,,
OT1920,,0,26/10/2025,,9887,แอดกิ๊ก,,
OT1921,,0,26/10/2025,,4530,KR,,
OT1922,OT1385,0,26/10/2025,,3601,KR,,
OT1923,,0,02/11/2025,950327078,,T,,
OT1924,,0,02/11/2025,8341087638,,T,,
OT1925,,0,02/11/2025,1305020825,,JK,,
OT1926,,0,26/10/2025,,9173,Kethie246,,
OT1927,,0,26/10/2025,,7048,T,,
OT1928,,0,26/10/2025,,7051,Kethie246,,
OT1929,,0,26/10/2025,,4005,Kethie246,,
OT1930,,0,03/11/2025,62000174,,Kethie246,,
OT414,,0,27/10/2025,,5382,Kethie246,,
OT1931,,0,03/11/2025,5438749123,,Kethie246,,
OT1932,,0,27/10/2025,,3529,Kethie246,,
OT1933,,0,03/11/2025,5740432252,,Kethie246,,
OT805,,0,03/11/2025,6235400885,,Kethie246,,
OT932,,0,27/10/2025,,5096,KR,,
OT1934,,0,27/10/2025,,5197,KR,,
OT221,,0,27/10/2025,,4444,AA,,
OT1935,,0,27/10/2025,,3973,AA,,
OT1936,,0,27/10/2025,,4273,KR,,
OT215,,0,27/10/2025,,3021,AA,,
OT1056,,0,27/10/2025,,1921,T,,
OT1938,,0,27/10/2025,,5798,JK,,
OT1937,,0,03/11/2025,8385196301,,แอดกิ๊ก,,
OT1939,,0,03/11/2025,5496683472,,แอดกิ๊ก,,
OT1940,OT411,0,27/10/2025,,5077,T,,
OT1941,,0,03/11/2025,8426005692,,แอดกิ๊ก,,
OT483,,0,27/10/2025,,1727,AA,,
OT1942,,0,03/11/2025,8446729206,,g.,,
OT1943,,0,03/11/2025,8270778682,,แอดกิ๊ก,,
OT1944,,0,27/10/2025,,3492,AA,,
OT1945,,0,03/11/2025,7682594068,,KR,,
OT1946,,0,03/11/2025,8283533716,,N,,
OT1947,,0,27/10/2025,,1924,JK,,
OT1948,,0,27/10/2025,,4546,แอดกิ๊ก,,
OT385,,0,27/10/2025,,1838,แอดกิ๊ก,,
OT351,,0,03/11/2025,,1446,T,1,Nov 2025 Campaign
OT1949,OT168,0,27/10/2025,,2153,N,,
OT623,,0,03/11/2025,7491054285,,P,,
OT1951,,0,10/11/2025,8235102799,,g.,1,Nov 2025 Campaign
OT1950,,0,27/10/2025,,8380,AA,,
OT1952,OT1111,0,27/10/2025,,8131,KR,,
OT1953,,0,27/10/2025,,3584,แอดกิ๊ก,,
OT1954,OT1335,0,27/10/2025,,5059,KR,,
OT1955,,0,03/11/2025,6259506094,,KR,,
OT360,,0,03/11/2025,5909372310,,แอดกิ๊ก,,
OT562,,0,27/10/2025,,2589,P,,
OT1957,,0,24/11/2025,,4342,JK,1,Nov 2025 Campaign
OT1958,,0,27/10/2025,,1609,AA,,
OT1959,,0,27/10/2025,,6836,JK,,
OT1956,OT1290,0,27/10/2025,,2080,T,,
OT1960,,0,03/11/2025,7042351118,,AA,,
OT669,,0,03/11/2025,6235749819,,P,,
OT1961,,0,27/10/2025,,7846,P,,
OT1962,,0,03/11/2025,7887808181,,Kethie246,,
OT1963,,0,28/10/2025,,9827,Kethie246,,
OT1964,,0,28/10/2025,,7375,Kethie246,,
OT1965,,0,28/10/2025,,8299,Kethie246,,
OT1966,,0,04/11/2025,8425142245,,แอดกิ๊ก,,
OT1007,,0,28/10/2025,,6729,g.,,
OT1967,OT1815,0,25/11/2025,,6842,KR,1,Nov 2025 Campaign
OT1911,,0,28/10/2025,,7661,P,,
OT1968,,0,04/11/2025,8208385371,,แอดกิ๊ก,,
OT1969,,0,28/10/2025,,7024,P,,
OT1970,,0,04/11/2025,6050419066,,T,,
OT1971,,0,04/11/2025,1624333973,,AA,,
OT169,,0,28/10/2025,,7544,g.,,
OT590,,0,04/11/2025,8386819877,,KR,,
OT1972,,0,28/10/2025,,5736,T,,
OT1974,,0,28/10/2025,,8309,g.,,
OT1973,,0,11/11/2025,6338732749,,N,1,Nov 2025 Campaign
OT1975,,0,28/10/2025,,5256,N,,
OT1031,,0,28/10/2025,,2919,แอดกิ๊ก,,
OT1976,,0,04/11/2025,5539910650,,N,,
OT601,,0,28/10/2025,,5736,KR,,
OT1977,,0,28/10/2025,,5870,KR,,
OT1978,,0,28/10/2025,,7638,N,,
OT1979,,100,27/11/2025,,2570,JK,1,Nov 2025 Campaign
OT1980,,0,28/10/2025,,5037,T,,
OT184,,0,28/10/2025,,1043,N,,
OT886,,0,28/10/2025,,1780,g.,,
OT1981,OT1140,0,28/10/2025,,9996,N,,
OT1982,,0,04/11/2025,7006868813,,g.,,
OT1983,,0,28/10/2025,,7880,P,,
OT1984,,0,04/11/2025,6543769778,,KR,,
OT1985,,0,28/10/2025,,4612,P,,
OT1986,,0,28/10/2025,,8756,N,,
OT1987,,0,04/11/2025,7530905379,,g.,,
OT1988,,0,04/11/2025,8124065350,,KR,,
OT1989,,0,04/11/2025,8318127573,,T,,
OT1990,OT1460,0,11/11/2025,8343263536,,Kethie246,,
OT559,,0,28/10/2025,,2781,JK,,
OT213,,0,04/11/2025,6271908308,,Kethie246,,
OT667,,0,28/10/2025,,4137,Kethie246,,
OT1991,,0,04/11/2025,6615026423,,Kethie246,,
OT1992,,0,28/10/2025,,4970,Kethie246,,
OT1993,,0,28/10/2025,,9888,Kethie246,,
OT1994,,0,29/10/2025,,9136,Kethie246,,
OT1995,,0,29/10/2025,,8756,Kethie246,,
OT1996,,0,29/10/2025,,1855,Kethie246,,
OT1997,,0,29/10/2025,,2089,Kethie246,,
OT1998,,0,29/10/2025,,5659,Kethie246,,
OT1999,OT1687,0,29/10/2025,,3370,แอดกิ๊ก,,
OT2000,,0,05/11/2025,6966212420,,แอดกิ๊ก,,
OT2001,,0,29/10/2025,,9272,KR,,
OT2002,,0,05/11/2025,5741823419,,แอดกิ๊ก,,
OT2003,,0,29/10/2025,,4118,N,,
OT17,,0,29/10/2025,,6988,N,,
OT132,,0,29/10/2025,,6431,P,,
OT2004,,0,29/10/2025,,1039,N,,
OT2005,,0,29/10/2025,,9442,JK,,
OT2006,OT1714,0,05/11/2025,7196995243,,JK,,
OT497,,0,29/10/2025,,2749,KR,,
OT2007,,0,29/10/2025,,4830,JK,,
OT2008,,0,29/10/2025,,6851,KR,,
OT9,,0,12/11/2025,8149815141,,KR,,
OT973,,0,12/11/2025,6053672261,,KR,,
OT2009,OT9,0,29/10/2025,,8948,แอดกิ๊ก,,
OT2010,,0,12/11/2025,7313887347,,KR,,
OT2011,,0,05/11/2025,7706080803,,แอดกิ๊ก,,
OT2012,,0,29/10/2025,,6604,KR,,
OT2013,,0,29/10/2025,,9936,แอดกิ๊ก,,
OT5,,0,05/11/2025,,5186,KR,1,Nov 2025 Campaign
OT228,,0,29/10/2025,,7826,g.,,
OT272,,0,05/11/2025,962782260,,g.,,
OT2014,,0,29/10/2025,,9932,JK,,
OT2018,,0,29/10/2025,,8393,g.,,
OT2016,OT1761,0,29/10/2025,,3833,แอดกิ๊ก,,
OT138,,0,12/11/2025,8132611432,,KR,1,Nov 2025 Campaign
OT2019,,0,29/10/2025,,3695,JK,,
OT141,,0,29/10/2025,,1876,KR,,
OT2020,OT1656,0,29/10/2025,,6996,แอดกิ๊ก,,
OT860,,0,29/10/2025,,2167,P,,
OT818,,0,29/10/2025,,2892,แอดกิ๊ก,,
OT2015,OT465,0,29/10/2025,,9771,KR,,
OT2021,,0,29/10/2025,,4685,AA,,
OT2017,,0,29/10/2025,,8939,N,,
OT2022,,0,29/10/2025,,8996,JK,,
OT271,,0,05/11/2025,7641728561,,P,,
OT2023,,0,29/10/2025,,9793,T,,
OT2024,OT1914,0,05/11/2025,7250096389,,g.,,
OT2025,,0,05/11/2025,8275189431,,แอดกิ๊ก,,
OT2026,,0,29/10/2025,,4466,แอดกิ๊ก,,
OT2027,,0,05/11/2025,7564180686,,แอดกิ๊ก,,
OT392,,0,29/10/2025,,1211,KR,,
OT2028,,0,29/10/2025,,7182,แอดกิ๊ก,,
OT773,,0,20/11/2025,,5368,g.,1,Nov 2025 Campaign
OT2029,,0,29/10/2025,,5611,N,,
OT2030,,0,05/11/2025,5427017338,,แอดกิ๊ก,,
OT2031,,0,29/10/2025,,1852,T,,
OT2032,,0,29/10/2025,,2949,N,,
OT2033,,0,05/11/2025,7972854658,,P,,
OT2034,,0,29/10/2025,,1284,JK,,
OT396,,0,29/10/2025,,3975,Kethie246,,
OT2035,,0,30/10/2025,,2383,Kethie246,,
OT28,,0,30/10/2025,,1422,Kethie246,,
OT2036,,0,06/11/2025,8075457828,,Kethie246,,
OT2037,,0,06/11/2025,6265033598,,Kethie246,,
OT2038,,0,30/10/2025,,3001,Kethie246,,
OT2039,,0,30/10/2025,,3077,KR,,
OT716,,0,30/10/2025,,3672,KR,,
OT2041,,0,30/10/2025,,3172,KR,,
OT2042,,0,30/10/2025,,7119,แอดกิ๊ก,,
OT2044,,0,30/10/2025,,8332,KR,,
OT2046,,0,06/11/2025,7625570677,,AA,,
OT2045,,0,30/10/2025,,9010,แอดกิ๊ก,,
OT2043,,0,30/10/2025,,6641,P,,
OT1060,,0,30/10/2025,,6671,แอดกิ๊ก,,
OT131,,0,30/10/2025,,8053,แอดกิ๊ก,,
OT2040,,0,06/11/2025,7472089495,,KR,,
OT631,,0,06/11/2025,6078095469,,g.,,
OT2047,,0,30/10/2025,,4855,แอดกิ๊ก,,
OT800,,0,06/11/2025,8319866357,,g.,,
OT2048,,0,23/11/2025,1417651490,,KR,1,Nov 2025 Campaign
OT2049,,0,30/10/2025,,6323,T,,
OT257,,0,06/11/2025,5901567404,,แอดกิ๊ก,,
OT2050,,0,06/11/2025,8338879447,,KR,,
OT2051,,0,06/11/2025,8421514727,,P,,
OT2052,,0,30/10/2025,,4712,P,,
OT2053,,0,30/10/2025,,4850,N,,
OT2054,,0,06/11/2025,6323312971,,N,,
OT549,,0,06/11/2025,1391425310,,N,,
OT2055,,0,06/11/2025,8141052624,,แอดกิ๊ก,,
OT629,,0,30/10/2025,,8777,JK,,
OT2057,,0,06/11/2025,5572533534,,KR,,
OT345,,0,30/10/2025,,7367,T,,
OT2058,,0,06/11/2025,7257784536,,AA,,
OT195,,0,30/10/2025,,8007,N,,
OT1057,,0,06/11/2025,8354814655,,แอดกิ๊ก,,
OT837,,0,30/10/2025,,7838,N,,
OT647,,0,06/11/2025,1980209821,,KR,,
OT2059,,0,30/10/2025,,2873,N,,
OT2060,,0,30/10/2025,,9744,N,,
OT16,,0,06/11/2025,6047038581,,N,,
OT2063,,0,30/10/2025,,8126,AA,,
OT2062,,0,06/11/2025,8349026430,,แอดกิ๊ก,,
OT2061,,0,30/10/2025,,6763,KR,,
OT2064,,0,30/10/2025,,1044,AA,,
OT655,,0,06/11/2025,5666536228,,T,,
